Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
clinton,2016-11-08,"Pantsuit Nation, a ‘Secret’ Facebook Hub, Celebrates Clinton","The group’s stated goal is to express support for Hillary Clinton, but it has also served as a forum to discuss issues raised by Donald J. Trump’s rhetoric.","Pantsuit Nation, a ‘Secret’ Facebook Hub, Celebrates Clinton","The group’s stated goal is to express support for Hillary Clinton, but it has also served as a forum to discuss issues raised by Donald J Trump’s rhetoric","Pantsuit, Nation, ,, ‘, Secret, ’, Facebook, Hub, ,, Celebrates, Clinton",a,"Pantsuit, Nation, ,, a, ‘, Secret, ’, Facebook, Hub, ,, Celebrates, Clinton","group, stated, goal, express, support, Hillary, Clinton, ,, served, forum, discuss, issues, raised, Donald, J, Trump, rhetoric","The, ’s, is, to, for, but, it, has, also, as, a, to, by, ’s","The, group, ’s, stated, goal, is, to, express, support, for, Hillary, Clinton, ,, but, it, has, also, served, as, a, forum, to, discuss, issues, raised, by, Donald, J, Trump, ’s, rhetoric","[{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.5719}]",neu,"[{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2144}]",neu,0.5719,0.2144
clinton,2016-11-08,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates.,Presidential Election Live: Donald Trump’s Victory,The 2016 campaign has been about changing demographics and shifting party coalitions as much as the two main candidates,"Presidential, Election, Live, :, Donald, Trump, Victory",’s,"Presidential, Election, Live, :, Donald, Trump, ’s, Victory","2016, campaign, changing, demographics, shifting, party, coalitions, main, candidates","The, has, been, about, and, as, much, as, the, two","The, 2016, campaign, has, been, about, changing, demographics, and, shifting, party, coalitions, as, much, as, the, two, main, candidates","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}]",neu,0.0,0.4019
clinton,2016-11-08,What Time Will the Presidency Be Decided?,An election guide for knowing when we will have a winner.,What Time Will the Presidency Be Decided?,An election guide for knowing when we will have a winner,"Time, Presidency, Decided, ?","What, Will, the, Be","What, Time, Will, the, Presidency, Be, Decided, ?","election, guide, knowing, winner","An, for, when, we, will, have, a","An, election, guide, for, knowing, when, we, will, have, a, winner","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.5859}]",neu,0.0,0.5859
clinton,2016-11-09,"Hillary Clinton’s Expectations, and Her Ultimate Campaign Missteps","On Wednesday, Democrats recognized two central problems of Mrs. Clinton’s candidacy: Her decades in Washington and her inability to tap into the anti-establishment and anti-Wall Street rage.","Hillary Clinton’s Expectations, and Her Ultimate Campaign Missteps","On Wednesday, Democrats recognized two central problems of Mrs Clinton’s candidacy: Her decades in Washington and her inability to tap into the anti-establishment and anti-Wall Street rage","Hillary, Clinton, Expectations, ,, Ultimate, Campaign, Missteps","’s, and, Her","Hillary, Clinton, ’s, Expectations, ,, and, Her, Ultimate, Campaign, Missteps","Wednesday, ,, Democrats, recognized, central, problems, Mrs, Clinton, candidacy, :, decades, Washington, inability, tap, anti, -, establishment, anti, -, Wall, Street, rage","On, two, of, ’s, Her, in, and, her, to, into, the, and","On, Wednesday, ,, Democrats, recognized, two, central, problems, of, Mrs, Clinton, ’s, candidacy, :, Her, decades, in, Washington, and, her, inability, to, tap, into, the, anti, -, establishment, and, anti, -, Wall, Street, rage","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.8402}]",neu,0.0,-0.8402
clinton,2016-11-09,Hillary Clinton Concession Speech Highlights,Hillary Clinton spoke in New York after she conceded the presidential contest to Donald J. Trump early Wednesday.,Hillary Clinton Concession Speech Highlights,Hillary Clinton spoke in New York after she conceded the presidential contest to Donald J Trump early Wednesday,"Hillary, Clinton, Concession, Speech, Highlights",,"Hillary, Clinton, Concession, Speech, Highlights","Hillary, Clinton, spoke, New, York, conceded, presidential, contest, Donald, J, Trump, early, Wednesday","in, after, she, the, to","Hillary, Clinton, spoke, in, New, York, after, she, conceded, the, presidential, contest, to, Donald, J, Trump, early, Wednesday","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-09,Hillary Clinton’s Full Concession Speech,Hillary Clinton is speaking the day after losing the 2016 presidential election.,Hillary Clinton’s Full Concession Speech,Hillary Clinton is speaking the day after losing the 2016 presidential election,"Hillary, Clinton, Concession, Speech","’s, Full","Hillary, Clinton, ’s, Full, Concession, Speech","Hillary, Clinton, speaking, day, losing, 2016, presidential, election","is, the, after, the","Hillary, Clinton, is, speaking, the, day, after, losing, the, 2016, presidential, election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}]",neu,0.0,-0.3818
clinton,2016-11-09,Clinton Campaign Chairman Speaks at Javits Center,John Podesta spoke to Hillary Clinton supporters on an election night that could provide a stunning Republican upset.,Clinton Campaign Chairman Speaks at Javits Center,John Podesta spoke to Hillary Clinton supporters on an election night that could provide a stunning Republican upset,"Clinton, Campaign, Chairman, Speaks, Javits, Center",at,"Clinton, Campaign, Chairman, Speaks, at, Javits, Center","John, Podesta, spoke, Hillary, Clinton, supporters, election, night, provide, stunning, Republican, upset","to, on, an, that, could, a","John, Podesta, spoke, to, Hillary, Clinton, supporters, on, an, election, night, that, could, provide, a, stunning, Republican, upset","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.118, 'neu': 0.633, 'pos': 0.249, 'compound': 0.4404}]",neu,0.0,0.4404
clinton,2016-11-09,"At the End, Divide Between Clinton and Trump Is Only a Mile","Both campaigns held election night events in Manhattan, just a mile apart, and there were signs between them of the America that the president-elect will inherit.","At the End, Divide Between Clinton and Trump Is Only a Mile","Both campaigns held election night events in Manhattan, just a mile apart, and there were signs between them of the America that the president-elect will inherit","End, ,, Divide, Clinton, Trump, Mile","At, the, Between, and, Is, Only, a","At, the, End, ,, Divide, Between, Clinton, and, Trump, Is, Only, a, Mile","campaigns, held, election, night, events, Manhattan, ,, mile, apart, ,, signs, America, president, -, elect, inherit","Both, in, just, a, and, there, were, between, them, of, the, that, the, will","Both, campaigns, held, election, night, events, in, Manhattan, ,, just, a, mile, apart, ,, and, there, were, signs, between, them, of, the, America, that, the, president, -, elect, will, inherit","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-09,Highlights of Hillary Clinton’s Concession Speech and President Obama’s Remarks,Hillary Clinton gave her concession speech on Wednesday hours after an early-morning conversation in which Mrs. Clinton conceded the presidential race to Donald J. Trump.,Highlights of Hillary Clinton’s Concession Speech and President Obama’s Remarks,Hillary Clinton gave her concession speech on Wednesday hours after an early-morning conversation in which Mrs Clinton conceded the presidential race to Donald J Trump,"Highlights, Hillary, Clinton, Concession, Speech, President, Obama, Remarks","of, ’s, and, ’s","Highlights, of, Hillary, Clinton, ’s, Concession, Speech, and, President, Obama, ’s, Remarks","Hillary, Clinton, gave, concession, speech, Wednesday, hours, early, -, morning, conversation, Mrs, Clinton, conceded, presidential, race, Donald, J, Trump","her, on, after, an, in, which, the, to","Hillary, Clinton, gave, her, concession, speech, on, Wednesday, hours, after, an, early, -, morning, conversation, in, which, Mrs, Clinton, conceded, the, presidential, race, to, Donald, J, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-09,Crowd Awaiting Clinton Is Stunned by Her Loss and Fearful of the Future,Supporters of Hillary Clinton who gathered outside the New Yorker hotel in Manhattan before her concession speech expressed their trepidation about the years ahead.,Crowd Awaiting Clinton Is Stunned by Her Loss and Fearful of the Future,Supporters of Hillary Clinton who gathered outside the New Yorker hotel in Manhattan before her concession speech expressed their trepidation about the years ahead,"Crowd, Awaiting, Clinton, Stunned, Loss, Fearful, Future","Is, by, Her, and, of, the","Crowd, Awaiting, Clinton, Is, Stunned, by, Her, Loss, and, Fearful, of, the, Future","Supporters, Hillary, Clinton, gathered, outside, New, Yorker, hotel, Manhattan, concession, speech, expressed, trepidation, years, ahead","of, who, the, in, before, her, their, about, the","Supporters, of, Hillary, Clinton, who, gathered, outside, the, New, Yorker, hotel, in, Manhattan, before, her, concession, speech, expressed, their, trepidation, about, the, years, ahead","[{'neg': 0.408, 'neu': 0.592, 'pos': 0.0, 'compound': -0.7096}]",neu,"[{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}]",neu,-0.7096,0.4404
clinton,2016-11-09,Echoes of 1944: Trump and Clinton in New York to Await Results,Thomas E. Dewey conceded to President Franklin Delano Roosevelt. At the Hotel Roosevelt.,Echoes of 1944: Trump and Clinton in New York to Await Results,Thomas E Dewey conceded to President Franklin Delano Roosevelt At the Hotel Roosevelt,"Echoes, 1944, :, Trump, Clinton, New, York, Await, Results","of, and, in, to","Echoes, of, 1944, :, Trump, and, Clinton, in, New, York, to, Await, Results","Thomas, E, Dewey, conceded, President, Franklin, Delano, Roosevelt, Hotel, Roosevelt","to, At, the","Thomas, E, Dewey, conceded, to, President, Franklin, Delano, Roosevelt, At, the, Hotel, Roosevelt","[{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.1027}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.1027,0.0
clinton,2016-11-09,A Deadlocked Race and a Long Night Ahead,Donald J. Trump holds a narrow lead over Hillary Clinton in the state with more than 90 percent of the expected vote reporting.,A Deadlocked Race and a Long Night Ahead,Donald J Trump holds a narrow lead over Hillary Clinton in the state with more than 90 percent of the expected vote reporting,"Deadlocked, Race, Long, Night, Ahead","A, and, a","A, Deadlocked, Race, and, a, Long, Night, Ahead","Donald, J, Trump, holds, narrow, lead, Hillary, Clinton, state, 90, percent, expected, vote, reporting","a, over, in, the, with, more, than, of, the","Donald, J, Trump, holds, a, narrow, lead, over, Hillary, Clinton, in, the, state, with, more, than, 90, percent, of, the, expected, vote, reporting","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-09,"Cheering for the First Female President, Until They Weren’t","As results began to favor Donald J. Trump, many female Clinton supporters described a depth of loss and frustration that some of them had never felt before.","Cheering for the First Female President, Until They Weren’t","As results began to favor Donald J Trump, many female Clinton supporters described a depth of loss and frustration that some of them had never felt before","Cheering, Female, President, ,","for, the, First, Until, They, Were, n’t","Cheering, for, the, First, Female, President, ,, Until, They, Were, n’t","results, began, favor, Donald, J, Trump, ,, female, Clinton, supporters, described, depth, loss, frustration, felt","As, to, many, a, of, and, that, some, of, them, had, never, before","As, results, began, to, favor, Donald, J, Trump, ,, many, female, Clinton, supporters, described, a, depth, of, loss, and, frustration, that, some, of, them, had, never, felt, before","[{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}]",neu,"[{'neg': 0.164, 'neu': 0.667, 'pos': 0.17, 'compound': 0.0516}]",neu,0.5106,0.0516
clinton,2016-11-10,"Clinton Hill, a Welcome Stroll","While it’s a bit spread out, a vibrant retail scene includes dynamic stores popping up on blocks that are otherwise either residential or industrial.","Clinton Hill, a Welcome Stroll","While it’s a bit spread out, a vibrant retail scene includes dynamic stores popping up on blocks that are otherwise either residential or industrial","Clinton, Hill, ,, Welcome, Stroll",a,"Clinton, Hill, ,, a, Welcome, Stroll","bit, spread, ,, vibrant, retail, scene, includes, dynamic, stores, popping, blocks, residential, industrial","While, it, ’s, a, out, a, up, on, that, are, otherwise, either, or","While, it, ’s, a, bit, spread, out, ,, a, vibrant, retail, scene, includes, dynamic, stores, popping, up, on, blocks, that, are, otherwise, either, residential, or, industrial","[{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}]",pos,"[{'neg': 0.071, 'neu': 0.706, 'pos': 0.223, 'compound': 0.6249}]",neu,0.4588,0.6249
clinton,2016-11-10,"Hillary Clinton, a Woman Dogged by Men’s Misdeeds","In the end, even the most powerful female politician in America couldn’t escape the shadow of the male libido.","Hillary Clinton, a Woman Dogged by Men’s Misdeeds","In the end, even the most powerful female politician in America couldn’t escape the shadow of the male libido","Hillary, Clinton, ,, Woman, Dogged, Men, Misdeeds","a, by, ’s","Hillary, Clinton, ,, a, Woman, Dogged, by, Men, ’s, Misdeeds","end, ,, powerful, female, politician, America, escape, shadow, male, libido","In, the, even, the, most, in, could, n’t, the, of, the","In, the, end, ,, even, the, most, powerful, female, politician, in, America, could, n’t, escape, the, shadow, of, the, male, libido","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5849}]",neu,0.0,0.5849
clinton,2016-11-10,"Their Leadership Lean, Democrats Turn an Eye to Rebuilding","Hillary Clinton’s defeat laid bare the Democratic Party’s weaknesses, and the party prepared for arguments over its future and mission.","Their Leadership Lean, Democrats Turn an Eye to Rebuilding","Hillary Clinton’s defeat laid bare the Democratic Party’s weaknesses, and the party prepared for arguments over its future and mission","Leadership, Lean, ,, Democrats, Turn, Eye, Rebuilding","Their, an, to","Their, Leadership, Lean, ,, Democrats, Turn, an, Eye, to, Rebuilding","Hillary, Clinton, defeat, laid, bare, Democratic, Party, weaknesses, ,, party, prepared, arguments, future, mission","’s, the, ’s, and, the, for, over, its, and","Hillary, Clinton, ’s, defeat, laid, bare, the, Democratic, Party, ’s, weaknesses, ,, and, the, party, prepared, for, arguments, over, its, future, and, mission","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.295, 'neu': 0.54, 'pos': 0.165, 'compound': -0.5574}]",neu,0.0,-0.5574
